Region,Provider,Specialty,KPI Value,KPI Name,Date
South West,Gloucestershire Hospitals NHS Foundation Trust,Oral Surgery,26 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Gloucestershire Hospitals NHS Foundation Trust,Orthopaedics,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Gloucestershire Hospitals NHS Foundation Trust,Paediatrics,8 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Gloucestershire Hospitals NHS Foundation Trust,Paediatric Surgery,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Gloucestershire Hospitals NHS Foundation Trust,Pain Management,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Gloucestershire Hospitals NHS Foundation Trust,Rheumatology,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Gloucestershire Hospitals NHS Foundation Trust,Spinal Surgery,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Gloucestershire Hospitals NHS Foundation Trust,Urology,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Gloucestershire Hospitals NHS Foundation Trust,Upper Gastrointestinal Surgery,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Gloucestershire Hospitals NHS Foundation Trust,Vascular,12 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Great Western Hospitals NHS Foundation Trust,Breast,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Great Western Hospitals NHS Foundation Trust,Cardiology,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Great Western Hospitals NHS Foundation Trust,"Ear, Nose and Throat",19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Great Western Hospitals NHS Foundation Trust,Gastroenterology,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Great Western Hospitals NHS Foundation Trust,General Surgery,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Great Western Hospitals NHS Foundation Trust,Gynaecology,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Great Western Hospitals NHS Foundation Trust,Ophthalmology,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Great Western Hospitals NHS Foundation Trust,Orthopaedics,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Great Western Hospitals NHS Foundation Trust,Oral Surgery,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Great Western Hospitals NHS Foundation Trust,Urology,24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Mount Stuart Hospital – Ramsay,General Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Mount Stuart Hospital – Ramsay,Gynaecology,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Mount Stuart Hospital – Ramsay,Ophthalmology,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Mount Stuart Hospital – Ramsay,Orthopaedics,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Mount Stuart Hospital – Ramsay,Plastic Surgery,26 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Mount Stuart Hospital – Ramsay,Urology,24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,New Hall Hospital – Ramsay,Gastroenterology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,New Hall Hospital – Ramsay,General Surgery,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,New Hall Hospital – Ramsay,Gynaecology,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,New Hall Hospital – Ramsay,Neurology,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,New Hall Hospital – Ramsay,Ophthalmology,9 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,New Hall Hospital – Ramsay,Orthopaedics,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,New Hall Hospital – Ramsay,Spinal Surgery,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,New Hall Hospital – Ramsay,Urology,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Breast,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Cardiology,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Colorectal,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Dermatology,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Gastroenterology,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,General Surgery,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Gynaecology,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Haematology,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Neurology,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Neurosurgery,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Orthopaedics,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Pain Management,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Plastic Surgery,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Respiratory,7 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Rheumatology,9 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Spinal Surgery,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Upper Gastrointestinal Surgery,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Urology,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,North Bristol NHS Trust,Vascular,12 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Plymouth – Newmedica,Ophthalmology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Plymouth – Nuffield,Gastroenterology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Plymouth – Nuffield,Orthopaedics,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Plymouth – Practice Plus Group,Gastroenterology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Plymouth – Practice Plus Group,General Surgery,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Plymouth – Practice Plus Group,Ophthalmology,8 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Plymouth – Practice Plus Group,Orthopaedics,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Poole – Spamedica,Ophthalmology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Cornwall Hospitals NHS Trust,Colorectal,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Cornwall Hospitals NHS Trust,Cardiology,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Cornwall Hospitals NHS Trust,Dermatology,12 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Cornwall Hospitals NHS Trust,"Ear, Nose and Throat",15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Cornwall Hospitals NHS Trust,Gastroenterology,8 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Cornwall Hospitals NHS Trust,General Surgery,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Cornwall Hospitals NHS Trust,Gynaecology,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Cornwall Hospitals NHS Trust,Ophthalmology,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Cornwall Hospitals NHS Trust,Orthopaedics,26 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Cornwall Hospitals NHS Trust,Paediatrics,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Cornwall Hospitals NHS Trust,Paediatric Surgery,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Cornwall Hospitals NHS Trust,Pain Management,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Cornwall Hospitals NHS Trust,Upper Gastrointestinal Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Cornwall Hospitals NHS Trust,Urology,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Cornwall Hospitals NHS Trust,Vascular,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Breast,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Cardiology,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Colorectal,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Dermatology,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,"Ear, Nose and Throat",20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Gastroenterology,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,General Medicine,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,General Surgery,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Gynaecology,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Maxillofacial Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Neurology,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Ophthalmology,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Oral Surgery,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Orthopaedics,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Pain Management,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Plastic Surgery,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Respiratory,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Rheumatology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Upper Gastrointestinal Surgery,24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Urology,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal Devon University Healthcare NHS Foundation Trust,Vascular,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal United Hospitals Bath NHS Foundation Trust,Breast,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal United Hospitals Bath NHS Foundation Trust,Cardiology,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal United Hospitals Bath NHS Foundation Trust,Colorectal,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal United Hospitals Bath NHS Foundation Trust,Dermatology,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal United Hospitals Bath NHS Foundation Trust,"Ear, Nose and Throat",22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal United Hospitals Bath NHS Foundation Trust,General Surgery,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal United Hospitals Bath NHS Foundation Trust,Gastroenterology,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal United Hospitals Bath NHS Foundation Trust,Gynaecology,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal United Hospitals Bath NHS Foundation Trust,Haematology,6 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal United Hospitals Bath NHS Foundation Trust,Maxillofacial Surgery,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal United Hospitals Bath NHS Foundation Trust,Ophthalmology,12 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal United Hospitals Bath NHS Foundation Trust,Oral Surgery,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal United Hospitals Bath NHS Foundation Trust,Orthopaedics,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal United Hospitals Bath NHS Foundation Trust,Rheumatology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal United Hospitals Bath NHS Foundation Trust,Urology,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Royal United Hospitals Bath NHS Foundation Trust,Vascular,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury – Independent Health Group,General Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury – Independent Health Group,Ophthalmology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury – Independent Health Group,Orthopaedics,5 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Breast,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Cardiology,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Colorectal,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Dermatology,33 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,"Ear, Nose and Throat",17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Gastroenterology,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,General Medicine,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,General Surgery,24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Gynaecology,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Maxillofacial Surgery,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Haematology,10 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Ophthalmology,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Oral Surgery,26 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Orthopaedics,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Pain Management,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Plastic Surgery,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Respiratory,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Rheumatology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Spinal Surgery,24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Upper Gastrointestinal Surgery,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Urology,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Salisbury NHS Foundation Trust,Vascular,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Shepton – Practice Plus Group,"Ear, Nose and Throat",n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Shepton – Practice Plus Group,Gastroenterology,7 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Shepton – Practice Plus Group,General Surgery,10 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Shepton – Practice Plus Group,Gynaecology,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Shepton – Practice Plus Group,Ophthalmology,12 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Shepton – Practice Plus Group,Orthopaedics,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Shepton – Practice Plus Group,Pain Management,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Shepton – Practice Plus Group,Urology,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Breast,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Cardiology,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Colorectal,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Dermatology,12 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,"Ear, Nose and Throat",20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Gastroenterology,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,General Surgery,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Gynaecology,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Haematology,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Maxillofacial Surgery,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Neurology,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Ophthalmology,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Oral Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Orthopaedics,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Paediatrics,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Paediatric Surgery,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Pain Management,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Respiratory,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Rheumatology,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Spinal Surgery,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Upper Gastrointestinal Surgery,25 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Urology,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Somerset NHS Foundation Trust,Vascular,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Swindon – Independent Health Group,General Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Swindon – Independent Health Group,Orthopaedics,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Swindon – Newmedica,Ophthalmology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Taunton – Nuffield,Orthopaedics,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,The Harbour Hospital – Circle,Orthopaedics,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,The Ridgeway Hospital – Circle,"Ear, Nose and Throat",n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,The Ridgeway Hospital – Circle,Gastroenterology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,The Ridgeway Hospital – Circle,General Surgery,28 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,The Ridgeway Hospital – Circle,Gynaecology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,The Ridgeway Hospital – Circle,Ophthalmology,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,The Ridgeway Hospital – Circle,Orthopaedics,36 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,The Ridgeway Hospital – Circle,Urology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,The Winterbourne Hospital – Circle,General Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,The Winterbourne Hospital – Circle,Orthopaedics,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Breast,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Cardiology,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Colorectal,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Dermatology,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,"Ear, Nose and Throat",24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Gastroenterology,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,General Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Gynaecology,24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Maxillofacial Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Neurology,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Ophthalmology,12 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Oral Surgery,27 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Orthopaedics,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Pain Management,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Plastic Surgery,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Rheumatology,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Upper Gastrointestinal Surgery,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Urology,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,Torbay and South Devon Healthcare NHS Foundation Trust,Vascular,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Audiology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Cardiac Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Cardiology,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Chemical Pathology,25 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Clinical Genetics Service,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Colorectal,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Dental Medicine,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Dentistry/Orthodontics,29 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Dermatology,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Diabetes,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,"Ear, Nose and Throat",17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Elderly Medicine,12 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Endocrinology,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Gastroenterology,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,General Medicine,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,General Surgery,10 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Gynaecology,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Haematology,7 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Haemophilia,7 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Hepatobiliary and Pancreatic Surgery Service,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Hepatology,12 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Interventional Radiology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Liaison Psychiatry,5 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Maxillofacial Surgery,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Neurology,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
